Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
-----------------------------------------------
                0.00    0.00       1/2322272     _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_Scoped_node::_Scoped_node, tuple >(Hashtable_alloc, false> > >*, piecewise_construct_t &, tuple&&, tuple&&) [80]
                0.00    0.00       1/2322272     Hash_node, false>* Hashtable_alloc, false> > >::_M_allocate_node, tuple >(piecewise_construct_t &, tuple&&, tuple&&) [81]
                0.00    0.00       1/2322272     decltype (::new ((void*)(0)) pair((declval)(), (declval >)(), (declval >)())) construct_at, piecewise_construct_t &, tuple, tuple >(pair*, piecewise_construct_t &, tuple&&, tuple&&) [243]
                0.00    0.00       1/2322272     void allocator_traits, false> > >::construct, piecewise_construct_t &, tuple, tuple >(allocator, false> >&, pair*, piecewise_construct_t &, tuple&&, tuple&&) [224]
                0.00    0.00  580567/2322272     _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_Scoped_node::_Scoped_node, tuple >(Hashtable_alloc, false> > >*, piecewise_construct_t &, tuple&&, tuple&&) [35]
                0.00    0.00  580567/2322272     Hash_node, false>* Hashtable_alloc, false> > >::_M_allocate_node, tuple >(piecewise_construct_t &, tuple&&, tuple&&) [36]
                0.00    0.00  580567/2322272     decltype (::new ((void*)(0)) pair((declval)(), (declval >)(), (declval >)())) construct_at, piecewise_construct_t &, tuple, tuple >(pair*, piecewise_construct_t &, tuple&&, tuple&&) [55]
                0.00    0.00  580567/2322272     void allocator_traits, false> > >::construct, piecewise_construct_t &, tuple, tuple >(allocator, false> >&, pair*, piecewise_construct_t &, tuple&&, tuple&&) [51]
[108]    0.0    0.00    0.00 2322272         piecewise_construct_t & forward(remove_reference::type&) [108]
-----------------------------------------------
                0.00    0.00       1/2322272     _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_Scoped_node::_Scoped_node, tuple >(Hashtable_alloc, false> > >*, piecewise_construct_t &, tuple&&, tuple&&) [80]
                0.00    0.00       1/2322272     Hash_node, false>* Hashtable_alloc, false> > >::_M_allocate_node, tuple >(piecewise_construct_t &, tuple&&, tuple&&) [81]
                0.00    0.00       1/2322272     decltype (::new ((void*)(0)) pair((declval)(), (declval >)(), (declval >)())) construct_at, piecewise_construct_t &, tuple, tuple >(pair*, piecewise_construct_t &, tuple&&, tuple&&) [243]
                0.00    0.00       1/2322272     void allocator_traits, false> > >::construct, piecewise_construct_t &, tuple, tuple >(allocator, false> >&, pair*, piecewise_construct_t &, tuple&&, tuple&&) [224]
                0.00    0.00  580567/2322272     _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_Scoped_node::_Scoped_node, tuple >(Hashtable_alloc, false> > >*, piecewise_construct_t &, tuple&&, tuple&&) [35]
                0.00    0.00  580567/2322272     Hash_node, false>* Hashtable_alloc, false> > >::_M_allocate_node, tuple >(piecewise_construct_t &, tuple&&, tuple&&) [36]
                0.00    0.00  580567/2322272     decltype (::new ((void*)(0)) pair((declval)(), (declval >)(), (declval >)())) construct_at, piecewise_construct_t &, tuple, tuple >(pair*, piecewise_construct_t &, tuple&&, tuple&&) [55]
                0.00    0.00  580567/2322272     void allocator_traits, false> > >::construct, piecewise_construct_t &, tuple, tuple >(allocator, false> >&, pair*, piecewise_construct_t &, tuple&&, tuple&&) [51]
[109]    0.0    0.00    0.00 2322272         tuple&& forward >(remove_reference >::type&) [109]
-----------------------------------------------
                0.00    0.00  580567/2322268     _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_Scoped_node::_Scoped_node, tuple >(Hashtable_alloc, false> > >*, piecewise_construct_t &, tuple&&, tuple&&) [35]
                0.00    0.00  580567/2322268     Hash_node, false>* Hashtable_alloc, false> > >::_M_allocate_node, tuple >(piecewise_construct_t &, tuple&&, tuple&&) [36]
                0.00    0.00  580567/2322268     decltype (::new ((void*)(0)) pair((declval)(), (declval >)(), (declval >)())) construct_at, piecewise_construct_t &, tuple, tuple >(pair*, piecewise_construct_t &, tuple&&, tuple&&) [55]
                0.00    0.00  580567/2322268     void allocator_traits, false> > >::construct, piecewise_construct_t &, tuple, tuple >(allocator, false> >&, pair*, piecewise_construct_t &, tuple&&, tuple&&) [51]
[110]    0.0    0.00    0.00 2322268         tuple&& forward >(remove_reference >::type&) [110]
-----------------------------------------------
                0.00    0.00       1/1736261     deque >::end() [228]
                0.00    0.00 1736260/1736261     deque >::begin() [114]
[111]    0.0    0.00    0.00 1736261         _Deque_iterator::_Deque_iterator(_Deque_iterator &) [111]
-----------------------------------------------
                0.00    0.00       1/1736261     Map_base, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits, true>::operator[](unsigned int&&) [12]
                0.00    0.00 1736260/1736261     unordered_map, equal_to, allocator > >::operator[](unsigned int&&) [11]
[112]    0.0    0.00    0.00 1736261         remove_reference::type&& move(unsigned int&) [112]
-----------------------------------------------
                0.00    0.00       1/1736260     deque >::~deque() [229]
                0.00    0.00  124018/1736260     deque >::_M_pop_front_aux() [33]
                0.00    0.00 1612241/1736260     deque >::pop_front() [20]
[113]    0.0    0.00    0.00 1736260         _Deque_base >::_M_get_Tp_allocator() [113]
-----------------------------------------------
                0.00    0.00       1/1736260     deque >::~deque() [229]
                0.00    0.00 1736259/1736260     deque >::front() [47]
[114]    0.0    0.00    0.00 1736260         deque >::begin() [114]
                0.00    0.00 1736260/1736261     _Deque_iterator::_Deque_iterator(_Deque_iterator &) [111]
-----------------------------------------------
                0.00    0.00 1736259/1736259     void allocator_traits >::construct(allocator&, State*, State &) [31]
[115]    0.0    0.00    0.00 1736259         decltype (::new ((void*)(0)) State((declval)())) construct_at(State*, State &) [115]
                0.00    0.00 1736259/3596536     State & forward(remove_reference::type&) [104]
                0.00    0.00 1736259/2897395     operator new(unsigned long, void*) [105]
-----------------------------------------------
                0.00    0.00       6/1409249     allocator_traits >::deallocate(allocator&, Hash_node_base**, unsigned long) [191]
                0.00    0.00       6/1409249     allocator_traits >::allocate(allocator&, unsigned long) [192]
                0.00    0.00      12/1409249     allocator_traits >::deallocate(allocator&, State**, unsigned long) [180]
                0.00    0.00      12/1409249     allocator_traits >::allocate(allocator&, unsigned long) [181]
                0.00    0.00      39/1409249     State** __copy_move_a2(State**, State**, State**) [165]
                0.00    0.00  124019/1409249     allocator_traits >::deallocate(allocator&, State*, unsigned long) [150]
                0.00    0.00  124019/1409249     allocator_traits >::allocate(allocator&, unsigned long) [151]
                0.00    0.00  580568/1409249     allocator_traits, false> > >::allocate(allocator, false> >&, unsigned long) [128]
                0.00    0.00  580568/1409249     allocator_traits, false> > >::deallocate(allocator, false> >&, Hash_node, false>*, unsigned long) [126]
[116]    0.0    0.00    0.00 1409249         is_constant_evaluated() [116]
-----------------------------------------------
                0.00    0.00       2/620218      _Deque_base >::_M_initialize_map(unsigned long) [76]
                0.00    0.00  124019/620218      _Deque_base >::_M_deallocate_node(State*) [149]
                0.00    0.00  124019/620218      _Deque_base >::_M_allocate_node() [148]
                0.00    0.00  372178/620218      _Deque_iterator::_S_buffer_size() [57]
[117]    0.0    0.00    0.00  620218         __deque_buf_size(unsigned long) [117]
-----------------------------------------------
                0.00    0.00       1/580569      _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::rehash(unsigned long) [38]
                0.00    0.00  580568/580569      _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_insert_unique_node(unsigned long, unsigned long, Hash_node, false>*, unsigned long) [18]
[118]    0.0    0.00    0.00  580569         Prime_rehash_policy::_M_state()  [118]
-----------------------------------------------
                0.00    0.00       1/580569      _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_Hashtable() [211]
                0.00    0.00  580568/580569      Hash_node, false>::_Hash_node() [129]
[119]    0.0    0.00    0.00  580569         Hash_node_base::_Hash_node_base() [119]
-----------------------------------------------
                0.00    0.00  580568/580568      allocator_traits, false> > >::deallocate(allocator, false> >&, Hash_node, false>*, unsigned long) [126]
[120]    0.0    0.00    0.00  580568         __gnu_cxx::new_allocator, false> >::deallocate(Hash_node, false>*, unsigned long) [120]
-----------------------------------------------
                0.00    0.00  580568/580568      allocator_traits, false> > >::allocate(allocator, false> >&, unsigned long) [128]
[121]    0.0    0.00    0.00  580568         __gnu_cxx::new_allocator, false> >::allocate(unsigned long, void *) [121]
                0.00    0.00  580568/580568      __gnu_cxx::new_allocator, false> >::_M_max_size()  [122]
-----------------------------------------------
                0.00    0.00  580568/580568      __gnu_cxx::new_allocator, false> >::allocate(unsigned long, void *) [121]
[122]    0.0    0.00    0.00  580568         __gnu_cxx::new_allocator, false> >::_M_max_size()  [122]
-----------------------------------------------
                0.00    0.00  580568/580568      _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_insert_unique_node(unsigned long, unsigned long, Hash_node, false>*, unsigned long) [18]
[123]    0.0    0.00    0.00  580568         Hash_code_base, Select1st, hash, Mod_range_hashing, Default_ranged_hash, false>::_M_store_code(Hash_node_code_cache&, unsigned long)  [123]
-----------------------------------------------
                0.00    0.00       1/580568      Map_base, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits, true>::operator[](unsigned int&&) [12]
                0.00    0.00  580567/580568      Map_base, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits, true>::operator[](unsigned int &) [9]
[124]    0.0    0.00    0.00  580568         _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_Scoped_node::~_Scoped_node() [124]
-----------------------------------------------
                0.00    0.00  580568/580568      Hashtable_alloc, false> > >::_M_deallocate_node_ptr(Hash_node, false>*) [131]
[125]    0.0    0.00    0.00  580568         pointer_traits, false>*>::pointer_to(Hash_node, false>&) [125]
                0.00    0.00  580568/580568      Hash_node, false>* addressof, false> >(Hash_node, false>&) [136]
-----------------------------------------------
                0.00    0.00  580568/580568      Hashtable_alloc, false> > >::_M_deallocate_node_ptr(Hash_node, false>*) [131]
[126]    0.0    0.00    0.00  580568         allocator_traits, false> > >::deallocate(allocator, false> >&, Hash_node, false>*, unsigned long) [126]
                0.00    0.00  580568/1409249     is_constant_evaluated() [116]
                0.00    0.00  580568/580568      __gnu_cxx::new_allocator, false> >::deallocate(Hash_node, false>*, unsigned long) [120]
-----------------------------------------------
                0.00    0.00  580568/580568      Hashtable_alloc, false> > >::_M_deallocate_node(Hash_node, false>*) [65]
[127]    0.0    0.00    0.00  580568         void allocator_traits, false> > >::destroy >(allocator, false> >&, pair*) [127]
                0.00    0.00  580568/580568      void destroy_at >(pair*) [133]
-----------------------------------------------
                0.00    0.00       1/580568      Hash_node, false>* Hashtable_alloc, false> > >::_M_allocate_node, tuple >(piecewise_construct_t &, tuple&&, tuple&&) [81]
                0.00    0.00  580567/580568      Hash_node, false>* Hashtable_alloc, false> > >::_M_allocate_node, tuple >(piecewise_construct_t &, tuple&&, tuple&&) [36]
[128]    0.0    0.00    0.00  580568         allocator_traits, false> > >::allocate(allocator, false> >&, unsigned long) [128]
                0.00    0.00  580568/1409249     is_constant_evaluated() [116]
                0.00    0.00  580568/580568      __gnu_cxx::new_allocator, false> >::allocate(unsigned long, void *) [121]
-----------------------------------------------
                0.00    0.00       1/580568      Hash_node, false>* Hashtable_alloc, false> > >::_M_allocate_node, tuple >(piecewise_construct_t &, tuple&&, tuple&&) [81]
                0.00    0.00  580567/580568      Hash_node, false>* Hashtable_alloc, false> > >::_M_allocate_node, tuple >(piecewise_construct_t &, tuple&&, tuple&&) [36]
[129]    0.0    0.00    0.00  580568         Hash_node, false>::_Hash_node() [129]
                0.00    0.00  580568/580569      Hash_node_base::_Hash_node_base() [119]
-----------------------------------------------
                0.00    0.00  580568/580568      solve(State &, int) [2]
[130]    0.0    0.00    0.00  580568         Node_iterator, false, false>::operator++() [130]
                0.00    0.00  580568/580568      Node_iterator_base, false>::_M_incr() [132]
-----------------------------------------------
                0.00    0.00  580568/580568      Hashtable_alloc, false> > >::_M_deallocate_node(Hash_node, false>*) [65]
[131]    0.0    0.00    0.00  580568         Hashtable_alloc, false> > >::_M_deallocate_node_ptr(Hash_node, false>*) [131]
                0.00    0.00  580568/580568      pointer_traits, false>*>::pointer_to(Hash_node, false>&) [125]
                0.00    0.00  580568/2322284     Hashtable_alloc, false> > >::_M_node_allocator() [106]
                0.00    0.00  580568/580568      allocator_traits, false> > >::deallocate(allocator, false> >&, Hash_node, false>*, unsigned long) [126]
-----------------------------------------------
                0.00    0.00  580568/580568      Node_iterator, false, false>::operator++() [130]
[132]    0.0    0.00    0.00  580568         Node_iterator_base, false>::_M_incr() [132]
                0.00    0.00  580568/5350011     Hash_node, false>::_M_next()  [102]
-----------------------------------------------
                0.00    0.00  580568/580568      void allocator_traits, false> > >::destroy >(allocator, false> >&, pair*) [127]
[133]    0.0    0.00    0.00  580568         void destroy_at >(pair*) [133]
-----------------------------------------------
                0.00    0.00  580568/580568      Hash_node, false>* addressof, false> >(Hash_node, false>&) [136]
[134]    0.0    0.00    0.00  580568         Hash_node, false>* __addressof, false> >(Hash_node, false>&) [134]
-----------------------------------------------
                0.00    0.00       1/580568      Hash_node, false>* Hashtable_alloc, false> > >::_M_allocate_node, tuple >(piecewise_construct_t &, tuple&&, tuple&&) [81]
                0.00    0.00  580567/580568      Hash_node, false>* Hashtable_alloc, false> > >::_M_allocate_node, tuple >(piecewise_construct_t &, tuple&&, tuple&&) [36]
[135]    0.0    0.00    0.00  580568         Hash_node, false>* __to_address, false> >(Hash_node, false>*) [135]
-----------------------------------------------
                0.00    0.00  580568/580568      pointer_traits, false>*>::pointer_to(Hash_node, false>&) [125]
[136]    0.0    0.00    0.00  580568         Hash_node, false>* addressof, false> >(Hash_node, false>&) [136]
                0.00    0.00  580568/580568      Hash_node, false>* __addressof, false> >(Hash_node, false>&) [134]
-----------------------------------------------
                0.00    0.00  580567/580567      _Tuple_impl::_M_head(_Tuple_impl&) [50]
[137]    0.0    0.00    0.00  580567         _Head_base::_M_head(_Head_base&) [137]
-----------------------------------------------
                0.00    0.00  580567/580567      _Tuple_impl::_Tuple_impl(unsigned int &) [140]
[138]    0.0    0.00    0.00  580567         _Head_base::_Head_base(unsigned int &) [138]
-----------------------------------------------
                0.00    0.00  580567/580567      tuple::tuple(tuple&&) [141]
[139]    0.0    0.00    0.00  580567         _Tuple_impl::_Tuple_impl(_Tuple_impl&&) [139]
-----------------------------------------------
                0.00    0.00  580567/580567      tuple::tuple(unsigned int &) [142]
[140]    0.0    0.00    0.00  580567         _Tuple_impl::_Tuple_impl(unsigned int &) [140]
                0.00    0.00  580567/580567      _Head_base::_Head_base(unsigned int &) [138]
-----------------------------------------------
                0.00    0.00  580567/580567      decltype (::new ((void*)(0)) pair((declval)(), (declval >)(), (declval >)())) construct_at, piecewise_construct_t &, tuple, tuple >(pair*, piecewise_construct_t &, tuple&&, tuple&&) [55]
[141]    0.0    0.00    0.00  580567         tuple::tuple(tuple&&) [141]
                0.00    0.00  580567/580567      _Tuple_impl::_Tuple_impl(_Tuple_impl&&) [139]
-----------------------------------------------
                0.00    0.00  580567/580567      Map_base, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits, true>::operator[](unsigned int &) [9]
[142]    0.0    0.00    0.00  580567         tuple::tuple(unsigned int &) [142]
                0.00    0.00  580567/580567      _Tuple_impl::_Tuple_impl(unsigned int &) [140]
-----------------------------------------------
                0.00    0.00  580567/580567      pair::pair(tuple&, tuple&, _Index_tuple, _Index_tuple) [53]
[143]    0.0    0.00    0.00  580567         unsigned int & forward(remove_reference::type&) [143]
-----------------------------------------------
                0.00    0.00      24/124042      _Deque_base >::_M_get_map_allocator()  [168]
                0.00    0.00  124018/124042      deque >::max_size()  [152]
[144]    0.0    0.00    0.00  124042         _Deque_base >::_M_get_Tp_allocator()  [144]
-----------------------------------------------
                0.00    0.00  124019/124019      allocator_traits >::deallocate(allocator&, State*, unsigned long) [150]
[145]    0.0    0.00    0.00  124019         __gnu_cxx::new_allocator::deallocate(State*, unsigned long) [145]
-----------------------------------------------
                0.00    0.00  124019/124019      allocator_traits >::allocate(allocator&, unsigned long) [151]
[146]    0.0    0.00    0.00  124019         __gnu_cxx::new_allocator::allocate(unsigned long, void *) [146]
                0.00    0.00  124019/124019      __gnu_cxx::new_allocator::_M_max_size()  [147]
-----------------------------------------------
                0.00    0.00  124019/124019      __gnu_cxx::new_allocator::allocate(unsigned long, void *) [146]
[147]    0.0    0.00    0.00  124019         __gnu_cxx::new_allocator::_M_max_size()  [147]
-----------------------------------------------
                0.00    0.00       1/124019      _Deque_base >::_M_create_nodes(State**, State**) [216]
                0.00    0.00  124018/124019      void deque >::_M_push_back_aux(State &) [61]
[148]    0.0    0.00    0.00  124019         _Deque_base >::_M_allocate_node() [148]
                0.00    0.00  124019/620218      __deque_buf_size(unsigned long) [117]
                0.00    0.00  124019/124019      allocator_traits >::allocate(allocator&, unsigned long) [151]
-----------------------------------------------
                0.00    0.00       1/124019      _Deque_base >::_M_destroy_nodes(State**, State**) [218]
                0.00    0.00  124018/124019      deque >::_M_pop_front_aux() [33]
[149]    0.0    0.00    0.00  124019         _Deque_base >::_M_deallocate_node(State*) [149]
                0.00    0.00  124019/620218      __deque_buf_size(unsigned long) [117]
                0.00    0.00  124019/124019      allocator_traits >::deallocate(allocator&, State*, unsigned long) [150]
-----------------------------------------------
                0.00    0.00  124019/124019      _Deque_base >::_M_deallocate_node(State*) [149]
[150]    0.0    0.00    0.00  124019         allocator_traits >::deallocate(allocator&, State*, unsigned long) [150]
                0.00    0.00  124019/1409249     is_constant_evaluated() [116]
                0.00    0.00  124019/124019      __gnu_cxx::new_allocator::deallocate(State*, unsigned long) [145]
-----------------------------------------------
                0.00    0.00  124019/124019      _Deque_base >::_M_allocate_node() [148]
[151]    0.0    0.00    0.00  124019         allocator_traits >::allocate(allocator&, unsigned long) [151]
                0.00    0.00  124019/1409249     is_constant_evaluated() [116]
                0.00    0.00  124019/124019      __gnu_cxx::new_allocator::allocate(unsigned long, void *) [146]
-----------------------------------------------
                0.00    0.00  124018/124018      void deque >::_M_push_back_aux(State &) [61]
[152]    0.0    0.00    0.00  124018         deque >::max_size()  [152]
                0.00    0.00  124018/124018      deque >::_S_max_size(allocator &) [154]
                0.00    0.00  124018/124042      _Deque_base >::_M_get_Tp_allocator()  [144]
-----------------------------------------------
                0.00    0.00  124018/124018      deque >::_S_max_size(allocator &) [154]
[153]    0.0    0.00    0.00  124018         allocator_traits >::max_size(allocator &) [153]
-----------------------------------------------
                0.00    0.00  124018/124018      deque >::max_size()  [152]
[154]    0.0    0.00    0.00  124018         deque >::_S_max_size(allocator &) [154]
                0.00    0.00  124018/124018      allocator_traits >::max_size(allocator &) [153]
                0.00    0.00  124018/124018      unsigned long & min(unsigned long &, unsigned long &) [155]
-----------------------------------------------
                0.00    0.00  124018/124018      deque >::_S_max_size(allocator &) [154]
[155]    0.0    0.00    0.00  124018         unsigned long & min(unsigned long &, unsigned long &) [155]
-----------------------------------------------
                0.00    0.00     117/117         State** __copy_move_a(State**, State**, State**) [163]
[156]    0.0    0.00    0.00     117         State** __niter_base(State**) [156]
-----------------------------------------------
                0.00    0.00      78/78          State** copy(State**, State**, State**) [166]
[157]    0.0    0.00    0.00      78         State** __miter_base(State**) [157]
-----------------------------------------------
                0.00    0.00      45/45          queue > >::empty()  [159]
[158]    0.0    0.00    0.00      45         deque >::empty()  [158]
                0.00    0.00      45/45          operator==(_Deque_iterator &, _Deque_iterator &) [160]
-----------------------------------------------
                0.00    0.00      45/45          solve(State &, int) [2]
[159]    0.0    0.00    0.00      45         queue > >::empty()  [159]
                0.00    0.00      45/45          deque >::empty()  [158]
-----------------------------------------------
                0.00    0.00      45/45          deque >::empty()  [158]
[160]    0.0    0.00    0.00      45         operator==(_Deque_iterator &, _Deque_iterator &) [160]
-----------------------------------------------
                0.00    0.00      39/39          State** __copy_move_a2(State**, State**, State**) [165]
[161]    0.0    0.00    0.00      39         State** __copy_move::__copy_m(State* *, State* *, State**) [161]
-----------------------------------------------
                0.00    0.00      39/39          State** __copy_move_a(State**, State**, State**) [163]
[162]    0.0    0.00    0.00      39         State** __niter_wrap(State** &, State**) [162]
-----------------------------------------------
                0.00    0.00      39/39          State** copy(State**, State**, State**) [166]
[163]    0.0    0.00    0.00      39         State** __copy_move_a(State**, State**, State**) [163]
                0.00    0.00     117/117         State** __niter_base(State**) [156]
                0.00    0.00      39/39          State** __copy_move_a1(State**, State**, State**) [164]
                0.00    0.00      39/39          State** __niter_wrap(State** &, State**) [162]
-----------------------------------------------
                0.00    0.00      39/39          State** __copy_move_a(State**, State**, State**) [163]
[164]    0.0    0.00    0.00      39         State** __copy_move_a1(State**, State**, State**) [164]
                0.00    0.00      39/39          State** __copy_move_a2(State**, State**, State**) [165]
-----------------------------------------------
                0.00    0.00      39/39          State** __copy_move_a1(State**, State**, State**) [164]
[165]    0.0    0.00    0.00      39         State** __copy_move_a2(State**, State**, State**) [165]
                0.00    0.00      39/1409249     is_constant_evaluated() [116]
                0.00    0.00      39/39          State** __copy_move::__copy_m(State* *, State* *, State**) [161]
-----------------------------------------------
                0.00    0.00      39/39          deque >::_M_reallocate_map(unsigned long, bool) [74]
[166]    0.0    0.00    0.00      39         State** copy(State**, State**, State**) [166]
                0.00    0.00      78/78          State** __miter_base(State**) [157]
                0.00    0.00      39/39          State** __copy_move_a(State**, State**, State**) [163]
-----------------------------------------------
                0.00    0.00      24/24          allocator::allocator(allocator &) [169]
[167]    0.0    0.00    0.00      24         __gnu_cxx::new_allocator::new_allocator() [167]
-----------------------------------------------
                0.00    0.00      12/24          _Deque_base >::_M_deallocate_map(State**, unsigned long) [179]
                0.00    0.00      12/24          _Deque_base >::_M_allocate_map(unsigned long) [178]
[168]    0.0    0.00    0.00      24         _Deque_base >::_M_get_map_allocator()  [168]
                0.00    0.00      24/124042      _Deque_base >::_M_get_Tp_allocator()  [144]
                0.00    0.00      24/24          allocator::allocator(allocator &) [169]
-----------------------------------------------
                0.00    0.00      24/24          _Deque_base >::_M_get_map_allocator()  [168]
[169]    0.0    0.00    0.00      24         allocator::allocator(allocator &) [169]
                0.00    0.00      24/24          __gnu_cxx::new_allocator::new_allocator() [167]
-----------------------------------------------
                0.00    0.00      12/24          _Deque_base >::_M_deallocate_map(State**, unsigned long) [179]
                0.00    0.00      12/24          _Deque_base >::_M_allocate_map(unsigned long) [178]
[170]    0.0    0.00    0.00      24         allocator::~allocator() [170]
-----------------------------------------------
                0.00    0.00       1/13          _Deque_base >::_M_initialize_map(unsigned long) [76]
                0.00    0.00       1/13          _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::rehash(unsigned long) [38]
                0.00    0.00      11/13          deque >::_M_reallocate_map(unsigned long, bool) [74]
[171]    0.0    0.00    0.00      13         unsigned long & max(unsigned long &, unsigned long &) [171]
-----------------------------------------------
                0.00    0.00      12/12          allocator_traits >::deallocate(allocator&, State**, unsigned long) [180]
[172]    0.0    0.00    0.00      12         __gnu_cxx::new_allocator::deallocate(State**, unsigned long) [172]
-----------------------------------------------
                0.00    0.00      12/12          allocator_traits >::allocate(allocator&, unsigned long) [181]
[173]    0.0    0.00    0.00      12         __gnu_cxx::new_allocator::allocate(unsigned long, void *) [173]
                0.00    0.00      12/12          __gnu_cxx::new_allocator::_M_max_size()  [175]
-----------------------------------------------
                0.00    0.00      12/12          allocator::allocator, false> >(allocator, false> > &) [176]
[174]    0.0    0.00    0.00      12         __gnu_cxx::new_allocator::new_allocator() [174]
-----------------------------------------------
                0.00    0.00      12/12          __gnu_cxx::new_allocator::allocate(unsigned long, void *) [173]
[175]    0.0    0.00    0.00      12         __gnu_cxx::new_allocator::_M_max_size()  [175]
-----------------------------------------------
                0.00    0.00       6/12          Hashtable_alloc, false> > >::_M_deallocate_buckets(Hash_node_base**, unsigned long) [194]
                0.00    0.00       6/12          Hashtable_alloc, false> > >::_M_allocate_buckets(unsigned long) [193]
[176]    0.0    0.00    0.00      12         allocator::allocator, false> >(allocator, false> > &) [176]
                0.00    0.00      12/12          __gnu_cxx::new_allocator::new_allocator() [174]
-----------------------------------------------
                0.00    0.00       6/12          Hashtable_alloc, false> > >::_M_deallocate_buckets(Hash_node_base**, unsigned long) [194]
                0.00    0.00       6/12          Hashtable_alloc, false> > >::_M_allocate_buckets(unsigned long) [193]
[177]    0.0    0.00    0.00      12         allocator::~allocator() [177]
-----------------------------------------------
                0.00    0.00       1/12          _Deque_base >::_M_initialize_map(unsigned long) [76]
                0.00    0.00      11/12          deque >::_M_reallocate_map(unsigned long, bool) [74]
[178]    0.0    0.00    0.00      12         _Deque_base >::_M_allocate_map(unsigned long) [178]
                0.00    0.00      12/24          _Deque_base >::_M_get_map_allocator()  [168]
                0.00    0.00      12/12          allocator_traits >::allocate(allocator&, unsigned long) [181]
                0.00    0.00      12/24          allocator::~allocator() [170]
-----------------------------------------------
                0.00    0.00       1/12          _Deque_base >::~_Deque_base() [219]
                0.00    0.00      11/12          deque >::_M_reallocate_map(unsigned long, bool) [74]
[179]    0.0    0.00    0.00      12         _Deque_base >::_M_deallocate_map(State**, unsigned long) [179]
                0.00    0.00      12/24          _Deque_base >::_M_get_map_allocator()  [168]
                0.00    0.00      12/12          allocator_traits >::deallocate(allocator&, State**, unsigned long) [180]
                0.00    0.00      12/24          allocator::~allocator() [170]
-----------------------------------------------
                0.00    0.00      12/12          _Deque_base >::_M_deallocate_map(State**, unsigned long) [179]
[180]    0.0    0.00    0.00      12         allocator_traits >::deallocate(allocator&, State**, unsigned long) [180]
                0.00    0.00      12/1409249     is_constant_evaluated() [116]
                0.00    0.00      12/12          __gnu_cxx::new_allocator::deallocate(State**, unsigned long) [172]
-----------------------------------------------
                0.00    0.00      12/12          _Deque_base >::_M_allocate_map(unsigned long) [178]
[181]    0.0    0.00    0.00      12         allocator_traits >::allocate(allocator&, unsigned long) [181]
                0.00    0.00      12/1409249     is_constant_evaluated() [116]
                0.00    0.00      12/12          __gnu_cxx::new_allocator::allocate(unsigned long, void *) [173]
-----------------------------------------------
                0.00    0.00       1/8           _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::clear() [66]
                0.00    0.00       1/8           _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::begin() [82]
                0.00    0.00       6/8           _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_rehash_aux(unsigned long, integral_constant) [15]
[182]    0.0    0.00    0.00       8         _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_begin()  [182]
-----------------------------------------------
